m,n,mu,nu,Re[A],Im[A],Re[B],Im[B]
-1,1,-1,1,0.3896345131043052,0.4485388185768457,-0.46153647141314824,-0.5731462422124636
-1,1,0,1,-0.1659955171125831,0.17323691128229696,-0.03557942825069925,-0.19783129664858734
-1,1,1,1,-0.062477603087564504,0.019789043477367457,0.,0.
-1,1,-2,2,0.5019216051666759,-2.2730804067678116,1.1217214736417942,4.665614277714416
-1,1,-1,2,-0.2777514487889686,1.651435282225633,0.9752130046280341,-3.6069810045491173
-1,1,0,2,-1.269857445787015,-0.5862574243407495,0.8299775855629156,-0.8661845564114847
-1,1,1,2,-0.1893340272473655,-0.32320704183949184,0.10412933847927418,-0.03298173912894575
-1,1,2,2,-0.0015299925857621898,-0.05113561092851964,0.,0.
-1,1,-3,3,-31.980009773364788,-15.845541148675535,27.10267244834547,-38.639479006527516
-1,1,-2,3,19.57986379514154,25.723797140330916,-47.779146150243704,23.619480781586137
-1,1,-1,3,-1.5499642594004572,2.4831864914973845,11.636526041198893,0.4760241108823017
-1,1,0,3,3.3937553856463976,-6.679296868752655,4.569029059131999,2.7443105234626786
-1,1,1,3,1.7379863660290844,-1.1215839380546737,0.33133454768288967,0.5656123232191107
-1,1,2,3,0.28248104113025124,-0.019136334237529643,0.0010709948100335333,0.03579492764996375
-1,1,3,3,0.023406774786483814,0.010801757973825692,0.,0.
-1,1,-4,4,-71.2774464137198,1101.8799992904258,-813.1813366828809,-60.24643054118837
-1,1,-3,4,701.068228450437,-1109.2951354380448,893.309880534639,577.5772665591923
-1,1,-2,4,-368.21043248320564,206.3870711113303,-216.60074720737848,-399.47628826069723
-1,1,-1,4,-76.79890270797912,-0.5756173833276361,-0.05188274002198621,16.439915578906017
-1,1,0,4,35.94652808556221,19.46758143832343,-12.17321236229019,22.116733541645523
-1,1,1,4,6.826435512368992,10.61367500135186,-3.2033485825574295,2.042597940671254
-1,1,2,4,0.12484771282266381,1.7591541453783615,-0.28248104113025124,0.019136334237529643
-1,1,3,4,-0.0672772377010029,0.14694839897995926,-0.010031474908493062,-0.004629324845925295
-1,1,4,4,-0.008842735218226693,0.006603767767385368,0.,0.
-1,1,-5,5,38419.90724121596,-17594.543870337093,9318.85107988565,20369.690643305603
-1,1,-4,5,-56092.15039237184,-3962.5467406598295,2238.259912672488,-31499.36639446006
-1,1,-3,5,22606.21517249636,14504.794351571223,-9202.397497613807,14327.417835177506
-1,1,-2,5,-1564.471494997029,-2859.127785304657,3019.646867999754,-1649.0849003778455
-1,1,-1,5,0.05717119437966252,-1265.511267017019,259.65181900381225,0.03680330457233886
-1,1,0,5,-86.95629824801577,159.28147316908033,-107.82783074430536,-58.92645891219111
-1,1,1,5,-67.98881929432812,43.661036465664445,-12.775466060141612,-19.902813851674377
-1,1,2,5,-12.016766334546539,0.8523715692673581,-0.14744248151319986,-2.0833333091997424
-1,1,3,5,-1.0266524922671543,-0.4698541437808474,0.046253100919439495,-0.101027024298722
-1,1,4,5,-0.046580974542628974,-0.062356085022151134,0.0027019468722359343,-0.0020178179289233075
-1,1,5,5,-0.000600034143752736,-0.004209518629270883,0.,0.
0,1,-1,1,0.11217214736417944,0.46656142777144155,-0.37138588628406555,-0.1538992984461959
0,1,0,1,0.5846771140299121,-0.27285738233297774,0.,0.
0,1,1,1,0.1659955171125831,-0.17323691128229696,-0.03557942825069925,-0.19783129664858734
0,1,-2,2,2.5812068998424254,-3.679950381574049,1.759759327729988,1.9430230352143338
0,1,-1,2,-6.574631504594334,2.237671336842685,-0.5608607368208971,-2.332807138857208
0,1,0,2,2.58543380585471,1.2142959288366844,0.,0.
0,1,1,2,0.9058706776091756,0.7205571106414786,0.27665919518763854,-0.28872818547049495
0,1,2,2,0.09466701362368275,0.16160352091974592,0.10412933847927418,-0.03298173912894575
0,1,-3,3,-67.76511139024008,-5.020535878432364,2.8735946298965023,-25.62325098195163
0,1,-2,3,88.59665013494941,58.893404790351745,-18.06844829889698,25.759652671018344
0,1,-1,3,-25.86150404753559,-51.851237095531644,9.55582923004874,-4.7238961563172275
0,1,0,3,-0.7870881023720254,5.077573547493429,0.,0.
0,1,1,3,-2.471523439348587,4.148087353693713,0.7615048431886665,0.45738508724377974
0,1,2,3,-0.7535069759600272,0.4671033491340792,0.13253381907315587,0.22624492928764425
0,1,3,3,-0.0941603470434171,0.006378778079176548,0.0010709948100335331,0.03579492764996375
0,1,-4,4,677.7346239916836,1481.4320467858622,-405.63912520765393,184.0977568250122
0,1,-3,4,185.65881227588716,-2588.108763310126,609.8860025121608,45.18482290589128
0,1,-2,4,-875.2996941898007,1357.6917861942932,-255.23139443846827,-165.02207615976923
0,1,-1,4,347.8575062631355,-188.20455384428575,24.06674968970872,44.38625425118858
0,1,0,4,25.931744881276476,-0.22221714142436233,0.,0.
0,1,1,4,-17.315844200809742,-9.551232197555379,-1.217321236229019,2.2116733541645526
0,1,2,4,-2.4174790245585216,-3.780296948496906,-0.7118552405683176,0.45391065348250087
0,1,3,4,-0.03599863064628155,-0.5135731010213574,-0.12106330334153623,0.008201286101798416
0,1,4,4,0.016819309425250725,-0.036737099744989815,-0.010031474908493062,-0.004629324845925295
0,1,-5,5,33806.99129862073,-45255.265995853726,9802.74868800647,7325.036897257181
0,1,-4,5,-83532.86004835821,38226.700728286894,-7455.080863908521,-16295.752514644484
0,1,-3,5,62055.48019471297,4404.353897961878,-746.086637557496,10499.788798153355
0,1,-2,5,-17254.456489637803,-11081.718441525507,1533.7329162689678,-2387.902972529584
0,1,-1,5,1046.9699940853102,1917.8126894154025,-215.6890619999824,117.79177859841754
0,1,0,5,0.015178864930924872,494.1485687156098,0.,0.
0,1,1,5,34.93678101534713,-63.90644967672015,-7.1885220496203575,-3.9284305941460738
0,1,2,5,20.54400660498682,-13.187870017090914,-1.8250665800202304,-2.8432591216677685
0,1,3,5,3.078174713456462,-0.2181047893790497,-0.03686062037829998,-0.5208333272999357
0,1,4,5,0.23018844687406062,0.10535504256806198,0.02055693374197311,-0.04490089968832088
0,1,5,5,0.009316194908525794,0.012471217004430225,0.0027019468722359343,-0.0020178179289233066
1,1,-1,1,0.17597593277299883,0.1943023035214334,0.,0.
1,1,0,1,-0.11217214736417944,-0.46656142777144155,-0.37138588628406555,-0.1538992984461959
1,1,1,1,0.3896345131043052,0.4485388185768457,0.46153647141314824,0.5731462422124636
1,1,-2,2,0.27367567903776213,-2.440309617328727,0.,0.
1,1,-1,2,-2.5812068998424254,3.679950381574049,0.879879663864994,0.9715115176071669
1,1,0,2,2.3588510365870032,-1.5035839145368322,-0.5608607368208972,-2.332807138857208
1,1,1,2,-0.0925838162629894,0.5504784274085444,-0.32507100154267804,1.2023270015163725
1,1,2,2,-0.18199338408891982,0.06714984315036458,-0.27665919518763854,0.28872818547049495
1,1,-3,3,-33.80326043397116,15.341479735417682,0.,0.
1,1,-2,3,67.76511139024008,5.020535878432363,0.9578648766321675,-8.541083660650544
1,1,-1,3,-41.83466200865272,-26.7264701458758,-9.03422414944849,12.879826335509172
1,1,0,3,7.573561307112855,12.929172372643759,9.555829230048742,-4.7238961563172275
1,1,1,3,-0.2583273765667429,0.413864415249564,-1.9394210068664826,-0.07933735181371694
1,1,2,3,0.18444638925956222,-0.5062419030117882,-0.7615048431886667,-0.45738508724377985
1,1,3,3,0.07699080470300994,-0.06245907992883851,-0.06626690953657793,-0.11312246464382214
1,1,-4,4,712.9271773095614,532.7299561641586,0.,0.
1,1,-3,4,-677.7346239916836,-1481.4320467858622,-101.40978130191348,46.02443920625305
1,1,-2,4,-89.75055474876875,1266.600898460115,203.29533417072028,15.061607635297092
1,1,-1,4,272.40751298111536,-424.96430086962573,-127.61569721923412,-82.5110380798846
1,1,0,4,-71.6067938746341,39.4591624955616,24.066749689708715,44.38625425118858
1,1,1,4,-7.679890270797915,-0.05756173833276361,0.005188274002198621,-1.6439915578906017
1,1,2,4,2.070075987194719,1.101816582307561,1.217321236229019,-2.2116733541645526
1,1,3,4,0.28449678046456417,0.43615444347972127,0.3559276202841588,-0.2269553267412504
1,1,4,4,0.004212955220954782,0.054608710578572243,0.04035443444717875,-0.002733762033932806
1,1,-5,5,4355.066501867941,-30550.965526981712,0.,0.
1,1,-4,5,-33806.99129862072,45255.265995853726,1960.549737601294,1465.0073794514362
1,1,-3,5,41394.59415940542,-18944.594087053847,-1863.7702159771293,-4073.938128661119
1,1,-2,5,-20188.21591470923,-1431.3007028787886,-248.6955458524987,3499.929599384451
1,1,-1,5,4079.6520108408545,2619.159373901589,766.8664581344838,-1193.951486264792
1,1,0,5,-174.09609927215595,-318.46269831467066,-215.68906199998244,117.79177859841757
1,1,1,5,0.003811412958644168,-84.3674178011346,-17.310121266920817,-0.002453553638155924
1,1,2,5,-3.715679802333476,6.812501678025731,7.188522049620357,3.9284305941460738
1,1,3,5,-2.2417338403628735,1.4404413692902185,0.9125332900101153,1.4216295608338843
1,1,4,5,-0.309138021575239,0.022006355681134345,0.012286873459433321,0.17361110909997848
1,1,5,5,-0.021179740954182333,-0.009686794701719893,-0.005139233435493278,0.01122522492208022
-2,2,-1,1,0.036398676817783956,-0.013429968630072914,-0.055331839037527704,0.05774563709409898
-2,2,0,1,0.01893340272473655,0.03232070418394918,-0.020825867695854833,0.0065963478257891495
-2,2,1,1,0.00030599851715243793,0.010227122185703928,0.,0.
-2,2,-2,2,0.5471967282026728,-0.031068165785671602,-0.8618112686182365,-0.4047653096122281
-2,2,-1,2,-0.2678829595954626,0.5783778742156775,-0.6645782464357568,-0.4579881260441974
-2,2,0,2,-0.3241030662021597,0.21143625321134146,-0.09466701362368277,-0.1616035209197459
-2,2,1,2,-0.08967652099373055,0.006075026742072901,-0.0005099975285873966,-0.01704520364283988
-2,2,2,2,-0.011146083231658959,-0.0051436942732503285,0.,0.
-2,2,-3,3,6.915700863346526,-6.79545800809519,9.143971370211366,19.461032361443937
-2,2,-2,3,7.769202554685691,1.582025048211519,0.6559067519766877,-4.231311289577857
-2,2,-1,3,-5.906840475491443,-3.0998824454585248,3.0371493369563196,-5.261303498485822
-2,2,0,3,-1.89149873608798,-2.9401628798850847,1.2072512686430508,-0.7631141036299571
-2,2,1,3,-0.05200713040456188,-0.7325547638165795,0.15693391173902846,-0.01063129679862758
-2,2,2,3,0.039245055325585025,-0.08571989940497624,0.007802258262161271,0.00360058599127523
-2,2,3,3,0.00687768294750965,-0.0051362638190775075,0.,0.
-2,2,-4,4,-541.7754829804833,-339.5354623637549,314.9974268285154,-485.6834821655975
-2,2,-3,4,112.9844876604258,193.48574566564074,-322.29249778658493,173.53628990684487
-2,2,-2,4,-1.3999948812738647,188.75748424438214,-38.8976173219147,0.33332571213654355
-2,2,-1,4,21.071538491199526,-38.903340153976785,34.850828348943274,19.163317235646204
-2,2,0,4,24.81002500213204,-15.9368732350194,5.901697040960779,9.208337089862644
-2,2,1,4,6.125697384476766,-0.43448136948835075,0.09398003294879433,1.3308711214926878
-2,2,2,4,0.6971021891429439,0.3190341714821614,-0.039245055325585025,0.08571989940497622
-2,2,3,4,0.0406524868735671,0.05441985601933191,-0.0029475784060755644,0.0022012559224617893
-2,2,4,4,0.000654582702275712,0.004592202141022782,0.,0.
-2,2,-5,5,-2560.3184596013552,36305.427822766476,-21679.048365294508,-1541.7524922043006
