m,n,mu,nu,Re[A],Im[A],Re[B],Im[B]
-2,2,3,4,-0.04065294768953905,0.05441951177952594,-0.0029469542712862195,-0.0022020914193293557
-2,2,4,4,-0.0006546215881836064,0.004592196597971038,0.,0.
-2,2,-5,5,-2588.726203052754,-36303.413292062636,21679.66733920591,-1533.024081143302
-2,2,-4,5,14481.499142688781,22524.696335479133,-16189.02323565517,10389.443176738556
-2,2,-3,5,-445.0639994468899,-236.46298416504072,1748.3816679287652,-3197.2610879268864
-2,2,-2,5,-3387.6697761201235,-0.5248214875167312,-0.035417351505491364,-1153.01332700309
-2,2,-1,5,56.94560337399576,-31.23026955354593,101.7555077797889,186.35628231083945
-2,2,0,5,126.45566686001007,-196.95323349591717,70.59377919810979,45.3334366370241
-2,2,1,5,3.7240959993028997,-52.516788188762625,11.353715549892655,0.8053940746850142
-2,2,2,5,-2.754512935460603,-6.018718134787637,0.8237805445964939,-0.37700091625827553
-2,2,3,5,-0.4659988379427262,-0.34811154257030463,0.02794890153655809,-0.03741341434842407
-2,2,4,5,-0.038849953078234835,-0.005537930113524469,0.00020002326305610196,-0.0014031711827133728
-2,2,5,5,-0.002007610651699299,0.0007520219130345272,0.,0.
-1,2,-1,1,-0.01851676325259788,0.11009568548170887,0.06501420030853561,-0.24046540030327448
-1,2,0,1,-0.21915438348647778,0.07458904456142289,-0.018695357894029922,-0.07776023796190691
-1,2,1,1,-0.043020114997373717,0.06133250635956748,0.014664661064416575,0.016191858626786106
-1,2,-2,2,-1.0715318383818506,2.3135114968627097,-2.6583129857430268,-1.8319525041767903
-1,2,-1,2,0.40952765579619127,-0.03768724700583,0.954395084881226,-0.14571311779631624
-1,2,0,2,-0.7773776267404574,-1.464630463661317,0.39314183943116726,-0.25059731908947214
-1,2,1,2,-0.4606183107046862,-0.302609839336186,0.,0.
-1,2,2,2,-0.0896363907278308,-0.006640920474116819,-0.0019005255488733352,0.016946594564782824
-1,2,-3,3,43.80556383723363,67.84896996579033,-45.21041855760163,28.026200948044714
-1,2,-2,3,-49.61365488946144,-28.851064469672185,18.936108119118078,-34.40380773144857
-1,2,-1,3,-9.764960914580097,1.2106466676064838,0.25429205234281055,0.8647956853320151
-1,2,0,3,8.919921692433155,-4.770711703905451,1.2622602178521436,2.154862062107294
-1,2,1,3,1.9616265270173647,-3.0508063010955873,0.18227314328625344,0.1111399902619246
-1,2,2,3,0.0423113929736085,-0.5931679426685589,-0.031372736754740775,-0.0023243221659408862
-1,2,3,3,-0.026147169135481672,-0.05715401415068908,-0.007824828804159984,0.003551268457272618
-1,2,-4,4,2882.2243589449095,-204.614440025543,91.10210736024062,1307.0903885278078
-1,2,-3,4,-2377.381131278149,1522.6779720186962,-704.7956324248403,-1099.1827240304065
-1,2,-2,4,277.52083110029315,-500.6461601361858,307.15377779506343,167.5019823214276
-1,2,-1,4,-0.9270748486704661,-239.02242627776354,34.243549196418535,0.11780008063442457
-1,2,0,4,23.310453553172938,42.920873857082825,-11.934465645772347,6.576527082593603
-1,2,1,4,20.327401906271614,13.057590392976122,-1.0866336747159342,1.7016855173022603
-1,2,2,4,4.12414201678821,0.2925385265890266,0.0005701576646620006,-0.005083978369434848
-1,2,3,4,0.399781359790706,-0.1829574310560903,-0.011205929629492146,-0.024494577493152467
-1,2,4,4,0.020326473844769526,-0.02720975588976297,-0.0029469542712862195,-0.0022020914193293557
-1,2,-5,5,54909.301980945675,-119979.5713797167,42136.15511344743,19286.718769854597
-1,2,-4,5,10647.847001929,150225.63087164055,-53384.13528759991,3783.7829214242747
-1,2,-3,5,-30451.5546133264,-47437.99993018473,18324.907860722702,-11766.178451974167
-1,2,-2,5,1152.2577822468118,632.7770322050466,-1102.989061636275,2019.5039308992305
-1,2,-1,5,3396.2022343501994,-0.30224246589671017,-0.013997443149579212,586.553278577543
-1,2,0,5,-60.87616460492694,33.17781787352629,-29.01601654535934,-53.077116385778446
-1,2,1,5,-85.82906125839749,133.66310083924,-13.252229500479011,-8.506427192294494
-1,2,2,5,-2.144901180209549,30.244620791129282,-0.7616796672348827,-0.053875641931022476
-1,2,3,5,1.3823925188104857,3.020585748744846,0.06967305867882403,-0.031881790081403905
-1,2,4,5,0.20741074739106485,0.15494052823136337,0.00931630051218603,-0.012471138116141357
-1,2,5,5,0.015539981231293935,0.002215172045409788,0.00020002326305610196,-0.0014031711827133726
0,2,-1,1,-0.5079429783148058,-0.23450296973629986,0.33199103422516635,-0.3464738225645939
0,2,0,1,0.517086761170942,0.24285918576733687,0.,0.
0,2,1,1,0.23588510365870033,-0.1503583914536833,-0.05608607368208977,-0.23328071388572075
0,2,-2,2,-7.778473588851835,5.074470077072192,-2.2720083269683844,-3.8784845020739036
0,2,-1,2,4.874550686271383,-8.672903603411097,2.5397148915740293,1.1725148486814994
0,2,0,2,0.3597947990664762,1.1778779169508593,0.,0.
0,2,1,2,0.7773776267404574,1.464630463661317,0.39314183943116726,-0.25059731908947214
0,2,2,2,0.32713290669799394,0.20671755621865687,0.1075502874934343,-0.15333126589891874
0,2,-3,3,14.926645805632065,209.25761545197668,-67.79544987126029,4.592720217007063
0,2,-2,3,-139.3687206560902,-217.12160565462963,54.44931512196284,-35.521290539505344
0,2,-1,3,80.02014382416132,42.68721039242768,-6.787510771292797,13.358593737505304
0,2,0,3,10.712262005109256,0.8973643625945601,0.,0.
0,2,1,3,-6.596259765976042,3.6892192518399565,0.6311301089260718,1.077431031053647
0,2,2,3,-1.1619188759613381,1.8090174034315039,0.45798606937719155,0.28940457870611963
0,2,3,3,-0.02049051254469858,0.29065266323660544,0.09411821026422233,0.006972966497822659
0,2,-4,4,5994.072266458571,2743.122786049615,-678.1545560261108,1481.2398617179886
0,2,-3,4,-8850.05942644851,627.6214807276501,-134.33981225068857,-1883.3185390677902
0,2,-2,4,3642.649862606682,-2340.579976536442,404.4741120064603,628.0939099514455
0,2,-1,4,-277.2048866189748,511.07354893101234,-71.89305617112441,-38.93516287664688
0,2,0,4,-0.5566862001609806,183.3172268720677,0.,0.
0,2,1,4,-14.013956154504877,-25.469704294623472,-3.580339693731704,1.9729581247780807
0,2,2,4,-10.122668241435992,-6.495075538816527,-1.1188987609639647,1.7476848970719363
0,2,3,4,-1.7559647569585117,-0.12451982162005354,-0.02634494470032675,0.37369628130420696
0,2,4,4,-0.1486604481494176,0.06803829707254362,0.01680889444423822,0.0367418662397287
0,2,-5,5,224815.23210705078,-167942.12573529076,33806.608084058345,45255.55226567645
0,2,-4,5,-166592.83097190884,364012.1237588746,-65934.79493104428,-30174.350646545765
0,2,-3,5,-16170.65017354934,-228003.11664968464,36040.401416235174,-2557.363656509632
0,2,-2,5,30845.94349494768,48035.01694647858,-6464.283391085491,4151.515363197324
0,2,-1,5,-900.22213935734,-490.38435341156253,173.9125964960316,-318.5629463381606
0,2,0,5,-2051.6184785850105,-0.15193365546550636,0.,0.
0,2,1,5,29.967876749597714,-16.418500441365623,-5.8032033090718675,-10.615423277155687
0,2,2,5,36.71628035860305,-57.187806421109244,-7.696492048722711,-4.940852700612613
0,2,3,5,0.8019334981306288,-11.309691317833758,-1.7877292736289465,-0.12669895373594695
0,2,4,5,-0.45908548924343384,-1.0031196891312726,-0.18169610329373262,0.08315791864421998
0,2,5,5,-0.061953086742451556,-0.046280300089303825,-0.009316300512186031,0.01247113811614136
1,2,-1,1,-0.4544016653936769,-0.7756969004147807,0.24991041235025804,-0.07915617390946969
1,2,0,1,1.0870448131310102,0.8646685327697745,0.33199103422516635,-0.34647382256459386
1,2,1,1,-0.05555028975779372,0.33028705644512657,-0.19504260092560682,0.7213962009098235
1,2,-2,2,-12.913419023097198,0.8748038508584883,-0.07343964411658332,-2.4545093245689427
1,2,-1,2,16.806499239454958,-10.544721023691732,0.,0.
1,2,0,2,-4.874550686271383,8.672903603411097,2.5397148915740293,1.1725148486814994
1,2,1,2,0.40952765579619127,-0.03768724700583,-0.954395084881226,0.14571311779631624
1,2,2,2,-0.3419504186351539,-0.5379146369258913,-0.744456878431778,0.31177127094829327
1,2,-3,3,-113.02575933768512,246.87331028633142,-33.70575569253667,-15.554531482309025
1,2,-2,3,-30.110330365672166,-427.1060135399447,22.59848329042009,-1.530906739002354
1,2,-1,3,140.95912648496807,219.83654480608135,12.737642337264804,-8.603276026193189
1,2,0,3,-53.0032184058285,-29.56937254013288,-6.787510771292797,13.358593737505304
1,2,1,3,-4.882480457290049,0.6053233338032419,-0.12714602617140527,-0.43239784266600756
1,2,2,3,2.5541852885686636,-1.308007719002001,-0.9359291545997841,-1.726132109768445
1,2,3,3,0.36221122490531144,-0.5672285057674203,-0.3691527088956226,-0.2453891866264654
1,2,-4,4,4917.324812226669,6582.6257840983935,-713.0781679978014,532.5278327619552
1,2,-3,4,-12089.261799994756,-5532.909166546158,339.0772780130554,-740.6199308589944
1,2,-2,4,8908.169812052447,-631.5580980565132,0.33047839852462496,11.045291960560244
1,2,-1,4,-2439.890081207307,1565.9735174950617,131.4166915117009,203.546909897371
1,2,0,4,141.13186912634094,-256.83190453538725,-71.89305617112443,-38.93516287664689
1,2,1,4,-0.2781224546011398,-71.70672788332907,-10.273064758925562,-0.03534002419032738
1,2,2,4,4.522234540669291,8.400433363271343,5.115065873667824,-2.799321410048771
1,2,3,4,2.8260795224869253,1.8191534810947,0.8406970830074422,-1.3074884147552515
1,2,4,4,0.428907095282747,0.030382851851675233,0.014027708847156376,-0.19447410820625577
1,2,-5,5,338348.9121220034,-48230.436391537616,4354.807801699812,30551.00240379637
1,2,-4,5,-451591.42917609547,337348.70301067684,-20283.964850435008,-27153.331359405867
1,2,-3,5,167214.4726482661,-365369.9269654495,8427.231022689486,3857.34375397092
1,2,-2,5,10809.212679492464,152432.96603261633,3838.76683545194,-272.9248679706086
1,2,-1,5,-15447.963839070495,-24060.171802762103,-2384.9542334258012,1531.853175257459
1,2,0,5,364.8582191295818,199.7968480841765,173.9125964960316,-318.5629463381606
1,2,1,5,679.2404468700399,-0.06044849317934205,0.0027994886299158423,-117.31065571550857
1,2,2,5,-8.250221779684713,4.483575722707168,7.881474487198425,14.423399446443142
1,2,3,5,-9.066349151784369,14.1162779332766,5.453811972086166,3.5018850070043572
1,2,4,5,-0.1762326984547795,2.483876845481561,0.8826696568881478,0.06262653606283265
1,2,5,5,0.09078988763264999,0.19837860155604892,0.06967305867882402,-0.0318817900814039
2,2,-1,1,-0.014687928823316664,-0.4909018649137885,0.,0.
2,2,0,1,0.4544016653936769,0.7756969004147807,0.4998208247005161,-0.15831234781893938
2,2,1,1,-0.43678412181340753,0.16115962356087482,-0.6639820684503327,0.6929476451291877
2,2,-2,2,-6.420143941435558,-2.9627679013921964,0.,0.
2,2,-1,2,12.913419023097198,-0.8748038508584883,-0.07343964411658332,-2.4545093245689427
2,2,0,2,-7.778473588851835,5.074470077072192,2.2720083269683844,3.8784845020739036
2,2,1,2,1.0715318383818506,-2.3135114968627097,-2.6583129857430268,-1.8319525041767903
2,2,2,2,0.5471967282026728,-0.031068165785671602,0.8618112686182365,0.4047653096122281
2,2,-3,3,-118.84636133296688,88.75463879365921,0.,0.
2,2,-2,3,113.02575933768513,-246.87331028633142,-22.47050379502445,-10.369687654872683
2,2,-1,3,14.978053556513673,210.97577197917497,45.196966580840176,-3.0618134780047086
2,2,0,3,-45.39596966611148,-70.56390911724205,-28.974030447433226,18.31473848711896
2,2,1,3,11.813680950982889,6.199764890917053,6.074298673912641,-10.52260699697164
2,2,2,3,1.5538405109371383,0.3164050096423037,-0.13118135039533757,0.8462622579155714
2,2,3,3,-0.23052336211155075,0.2265152669365064,0.30479904567371247,0.6487010787147982
2,2,-4,4,633.4265893381545,4443.782167824927,0.,0.
2,2,-3,4,-4917.324812226669,-6582.6257840983935,-356.5390839989007,266.2639163809776
2,2,-2,4,6022.962914195033,2756.4552416058805,339.0772780130554,-740.6199308589944
2,2,-1,4,-2940.3347445488466,208.55105735440614,45.110415815420815,638.8181383164903
2,2,0,4,595.440600051169,-382.4849576404653,-141.64072898305858,-221.0000901567035
2,2,1,4,-25.28584618943944,46.684008184772125,41.82099401873192,22.995980682775453
2,2,2,4,-0.09333299208492435,12.583832282958808,2.5931744881276475,-0.022221714142436236
2,2,3,4,-0.5380213698115517,-0.9213606936459082,-1.5347261799361183,0.8263632852706898
2,2,4,4,-0.32248540653600194,-0.20210444188318724,-0.18749846835030662,0.2890973108128557
2,2,-5,5,174845.20888103134,65494.5226229134,0.,0.
2,2,-4,5,-338348.9121220033,48230.43639153761,1741.9231206799252,12220.400961518551
2,2,-3,5,225468.88709438202,-168430.27624865583,-13522.643233623336,-18102.220906270577
2,2,-2,5,-55530.94365730294,121337.37458629151,16607.286503633706,7600.620943738241
2,2,-1,5,-2681.5265831137212,-37812.07491110441,-8174.700303293122,579.529684199269
2,2,0,5,3035.1586246939783,4726.734661209347,1694.3749242338874,-1087.8090126824059
2,2,1,5,-45.63776519124862,-24.83542903914535,-81.4677351304297,149.0504291093176
2,2,2,5,-96.79056503200353,-0.014994899643335178,0.001011924328728325,32.94323791437399
2,2,3,5,0.5231498158524066,-0.2937463646670032,-2.0782711781265593,-3.8079761692874574
2,2,4,5,0.9560329603962253,-1.4908446449219503,-1.070377298483207,-0.6876391044653674
2,2,5,5,0.016933323145511426,-0.2401152633780851,-0.14337994950591607,-0.010196775742091829
-3,3,-1,1,-0.006345240034397777,-0.003143956577118159,0.0053775143746717146,-0.007666563294945936
-3,3,0,1,-0.0067227293045873104,-0.0004980690355587613,0.0002850788323310003,-0.002541989184717424
-3,3,1,1,-0.0016767490294628544,0.0007609860979869899,0.,0.
-3,3,-2,2,0.08232977218269669,-0.08089830962018085,0.10885680202632587,0.23167895668385646
-3,3,-1,2,0.12936115175189694,-0.2025816092026501,0.13184025317700807,0.08763899522373764
-3,3,0,2,0.007318040194535207,-0.10380452258450194,0.033613646522936545,0.0024903451777938067
-3,3,1,2,-0.009338274691243455,-0.02041214791096039,0.002794581715771423,-0.0012683101633116493
-3,3,2,2,-0.0024557952260718494,-0.001835076182774463,0.,0.
-3,3,-3,3,0.6173574602277546,-4.227972709808916,0.43413091858950875,-0.31283302976851957
-3,3,-2,3,1.2721714482358044,2.2181956044487983,-3.2851749679504,1.7368836656119762
-3,3,-1,3,3.083313132226016,1.9761157175817485,-1.0184558641313846,1.5790690936124152
-3,3,0,3,1.2745085804740677,0.09035989285850846,-0.026610916594031735,0.3722127911922678
-3,3,1,3,0.21777459048508735,-0.09966642512128518,0.016341980709676046,0.03572125884418068
-3,3,2,3,0.017785664614173337,-0.0238085364035426,0.0017190566582502953,0.0012845533279421245
-3,3,3,3,0.00038186259310710375,-0.0026787813488164387,0.,0.
-3,3,-4,4,3.902453424736631,-1.8878594300499452,-51.17133224882617,90.87425197902071
-3,3,-3,4,188.6620736677207,1.5409411091020684,0.4943448834033449,75.44106155575456
-3,3,-2,4,-6.163658664154364,3.4794401999127365,-15.368387907069973,-28.30420288065803
-3,3,-1,4,-23.094413008971266,35.973927610167394,-16.471287686546145,-10.581690549698644
-3,3,0,4,-1.0177154179066221,14.352630777300071,-3.904198493077251,-0.2770565070022305
-3,3,1,4,1.0525635655344423,2.29989310841272,-0.3940063617085128,0.18031274853589782
-3,3,2,4,0.2372848879480911,0.17725712319581055,-0.01778566461417334,0.023808536403542607
-3,3,3,4,0.025429060196662807,0.003624826983397836,-0.00016365539704590165,0.0011480491494927597
-3,3,4,4,0.0016425905332085175,-0.0006152906561191587,0.,0.
-3,3,-5,5,7941.697040940639,-5112.305192706399,4474.375069868974,6974.664568300092
-3,3,-4,5,2020.6149910524944,-3682.1933232723222,-904.6332912201144,-496.7713442987177
-3,3,-3,5,-1.3149243764613563,4603.106958649233,-2099.160010867351,0.2554644371458247
-3,3,-2,5,326.07067675224465,597.1251252778172,84.7212989043085,-46.20855835160473
-3,3,-1,5,-339.4543560032265,-217.9563240679518,100.26579942336599,-156.14680854807295
-3,3,0,5,-154.3674231415387,-10.946851773687666,2.850988842552917,-40.20086690598858
-3,3,1,5,-24.58298424407114,11.250590206677892,-1.9425399978469373,-4.244537402134225
-3,3,2,5,-1.8454394305856667,2.4703940320508972,-0.2801395777153715,-0.20927064230239323
-3,3,3,5,-0.03666503986318987,0.25721451173256515,-0.017482478885205675,-0.0024920685510860115
-3,3,4,5,0.0060563992697919705,0.016168263402802616,-0.0005019026629248248,0.00018800547825863182
-3,3,5,5,0.0007138244426449576,0.0006165238587817503,0.,0.
-2,3,-1,1,0.0233093616608828,0.030623568024203476,-0.056879935893147264,0.02811842950188827
-2,3,0,1,0.052736101270803235,0.03505559808949506,-0.010755028749343429,0.015333126589891872
